日期,大里,彰化,沙鹿,二林,竹山,埔里,南投,豐原,線西,西屯,忠明,菜寮,富貴角,大同,觀音,士林,龍潭,萬里,陽明,板橋,林口,平鎮,汐止,基隆,永和,古亭,三重,松山,淡水,土城,中山,新莊,大園,中壢,新店,萬華,桃園,三義,頭份,竹東,湖口,新竹,苗栗,宜蘭,冬山,臺東,關山,花蓮,左營,復興,前金,仁武,鳳山,潮州,小港,橋頭,屏東,美濃,林園,恆春,楠梓,前鎮,大寮,麥寮,善化,斗六,臺西,新港,嘉義,臺南,朴子,安南,崙背,新營
2019-07-30,30.9,28.61,28.39,32.09,29.11,23.48,29.25,32.36,31.14,29.22,28.15,10.54,11.41,17.81,19.9,8.44,20.09,NaN,6.79,12.61,15.3,22.17,10.53,14.57,10.04,8.97,13.82,11.44,10.54,13.89,11.86,17.23,19.67,17.84,8.38,11.54,12.38,28.91,29.24,25.93,23.93,25.12,29.37,11.88,17.08,11.13,12.25,11.7,25.32,21.2,25.2,25.58,24.7,24.52,26.31,27.03,27.51,21.92,35.78,9.2,25.55,24.54,27.54,31.45,24.22,27.17,27.09,30.05,26.87,24.26,28.88,27.4,31.02,26.09
2019-08-06,29.69,28.78,27.73,34.28,31.14,22.79,30.93,25.45,34.98,27.44,26.03,20.41,36.56,25.66,25.74,19.7,16.53,36.47,12.92,21.19,21.91,21.89,24.0,27.47,21.31,19.58,24.27,22.89,21.39,18.82,20.99,22.44,23.68,17.97,17.01,22.18,18.87,19.44,23.64,15.56,25.82,22.41,20.47,17.55,23.82,27.81,20.53,24.91,30.22,27.94,30.08,29.12,31.06,24.78,32.05,30.37,27.21,20.42,43.36,25.88,31.37,33.07,34.15,53.49,27.92,29.72,30.04,33.68,28.82,31.9,37.86,30.94,36.38,27.7
2019-08-13,15.55,14.41,13.76,14.74,15.02,12.38,14.17,12.65,16.83,13.75,12.99,20.48,22.97,26.79,17.59,22.33,15.84,23.93,15.18,21.01,18.86,19.86,26.51,26.8,21.9,20.71,24.12,23.34,21.82,22.05,23.25,20.49,17.85,16.14,21.13,20.94,16.8,11.71,18.15,16.49,22.88,16.44,12.91,25.61,34.04,24.8,26.65,25.36,16.63,14.54,17.68,16.56,19.78,14.99,18.38,16.58,16.2,10.62,27.89,17.57,17.61,17.99,18.59,18.58,13.32,14.07,15.29,14.42,12.39,17.28,17.62,17.53,13.24,12.75
2019-08-20,27.52,27.99,27.99,30.6,26.45,18.42,27.16,26.29,32.9,27.58,25.9,17.52,21.37,24.38,29.09,16.5,20.54,18.86,9.57,19.35,19.42,22.74,19.3,20.46,17.95,15.48,21.91,18.78,19.56,19.5,18.12,21.4,22.96,19.31,15.64,18.64,20.67,23.32,24.69,21.26,22.89,23.86,23.07,20.03,22.37,19.37,63.74,16.74,22.7,19.47,22.8,22.39,22.47,16.32,28.61,25.13,21.85,16.68,30.65,13.13,24.12,23.31,22.39,29.74,21.58,27.5,23.92,22.66,24.82,20.8,24.18,23.24,27.1,21.22
2019-08-27,33.27,32.24,31.95,33.4,32.34,22.9,31.27,33.58,34.64,32.35,30.74,14.15,18.46,20.77,31.61,13.09,29.0,12.54,9.89,17.26,18.0,32.36,19.51,16.7,13.17,13.4,17.31,16.08,14.34,18.83,14.64,19.43,30.35,25.84,12.6,14.68,22.96,28.43,33.15,27.04,33.15,31.28,30.94,17.99,18.09,13.41,12.95,13.59,26.27,23.71,26.97,29.78,29.56,27.68,28.56,28.56,31.53,24.93,32.43,9.3,28.98,27.14,31.65,32.65,25.51,31.21,27.26,27.76,28.84,26.73,29.22,27.32,31.1,26.22
2019-09-03,27.62,26.24,23.64,28.5,25.54,19.82,25.84,28.12,28.7,25.38,23.96,17.52,31.02,22.47,22.59,15.25,17.52,25.48,10.58,17.07,17.71,23.36,23.03,13.74,17.22,16.54,21.14,17.67,18.27,18.02,16.76,20.02,20.21,17.49,14.86,17.3,17.48,24.35,27.17,21.59,22.64,23.37,25.42,14.55,18.39,16.28,14.05,16.78,17.29,15.47,19.13,19.94,19.41,19.34,20.47,18.36,21.47,18.32,28.95,11.66,19.82,19.16,24.21,27.42,28.66,23.63,23.73,23.7,21.44,20.56,25.16,21.75,27.91,19.94
2019-09-10,39.08,36.89,33.5,40.59,41.25,33.39,39.21,35.4,40.95,36.27,34.18,18.14,29.34,23.69,25.48,17.11,21.44,35.71,11.7,18.89,19.96,26.03,19.36,28.89,17.57,16.79,21.72,18.93,17.67,17.54,18.65,21.48,23.6,20.52,15.9,19.38,20.68,31.22,29.41,23.67,26.37,26.04,29.36,16.96,19.58,22.88,18.51,19.45,29.66,29.77,32.61,34.38,33.6,29.31,29.05,32.88,35.22,29.98,32.25,14.26,32.94,31.75,34.55,44.42,31.81,40.25,37.74,38.92,41.05,34.48,40.35,36.99,42.89,36.72
2019-09-17,30.66,33.49,36.27,43.53,36.5,25.75,34.48,30.47,44.29,33.51,32.03,32.19,79.51,35.76,41.1,30.41,29.93,76.67,17.29,32.63,32.42,36.45,34.6,38.88,33.63,31.17,38.21,33.69,32.37,30.81,32.02,31.77,35.88,31.65,28.23,32.28,32.42,25.77,31.89,26.36,36.37,32.05,31.36,21.48,22.13,37.62,37.58,30.6,52.35,52.13,54.13,54.67,53.1,46.44,45.09,54.51,52.86,41.98,51.21,32.43,53.06,51.89,48.4,94.6,52.72,47.72,81.98,54.55,46.91,58.37,65.85,56.47,70.0,50.54
2019-09-24,33.94,29.54,24.78,34.37,45.44,32.2,39.85,27.48,36.1,27.5,28.31,14.8,32.01,19.89,26.97,13.33,13.95,36.16,6.62,15.89,16.05,18.99,16.72,23.52,15.54,14.49,20.24,16.54,15.67,13.76,15.55,14.9,22.35,14.38,11.9,16.17,15.17,19.57,19.28,15.58,19.02,19.66,21.17,13.89,14.61,20.72,15.53,16.67,57.11,53.95,56.64,58.72,56.17,52.07,47.43,57.61,61.43,48.76,54.44,16.6,57.38,55.22,58.34,85.35,62.76,49.62,46.75,48.6,54.15,61.9,63.39,57.7,41.09,60.3
2019-10-01,54.3,57.3,55.9,57.43,46.08,37.06,48.21,50.54,61.1,54.68,55.19,30.47,36.65,35.82,47.73,29.87,32.59,27.41,18.57,31.12,35.83,41.6,29.63,31.07,27.95,26.72,34.89,30.65,29.75,30.31,30.93,33.93,41.54,33.86,24.3,30.83,34.86,46.15,41.54,27.88,51.23,41.13,43.21,21.89,24.19,25.78,20.89,22.57,45.13,42.98,46.51,47.89,43.47,45.35,39.29,44.7,48.4,39.05,47.02,28.68,45.64,45.34,47.41,61.74,45.86,49.31,54.34,52.33,46.62,47.45,53.93,48.91,57.66,48.39
2019-10-08,46.34,48.71,42.75,60.12,52.13,39.12,48.72,41.62,51.86,45.42,44.62,29.31,43.75,35.28,36.56,28.85,30.65,65.43,17.03,30.41,30.72,32.68,30.37,33.02,29.6,29.68,35.36,31.22,26.79,26.96,30.11,30.52,37.23,27.61,25.72,30.79,29.76,32.5,32.03,28.37,32.92,32.07,32.72,27.92,27.68,30.05,26.12,28.84,45.06,43.98,45.98,47.23,46.71,38.89,39.77,46.59,48.01,40.29,41.88,26.01,47.2,45.03,42.9,94.24,54.46,57.48,65.59,59.28,57.64,54.73,69.37,58.31,67.09,58.16
2019-10-15,29.97,31.72,31.42,43.53,43.81,34.61,37.69,26.48,42.38,29.31,28.6,30.09,54.33,36.85,36.11,28.65,30.4,94.41,19.11,32.98,31.04,33.95,32.55,37.33,31.85,31.07,39.34,33.11,28.33,28.74,30.75,32.5,35.62,30.79,26.54,31.11,32.0,24.04,32.92,27.78,33.1,33.79,32.15,23.45,24.94,31.42,26.17,28.41,68.56,68.41,65.66,67.51,61.89,43.69,55.82,67.47,57.84,50.46,60.21,25.92,66.53,67.09,53.66,108.16,66.12,46.88,73.49,54.09,49.91,72.74,70.6,72.32,55.28,56.95
