region,year,week,value
宜花東,2017,38,33.38
雲嘉南,2017,38,63.95
高屏,2017,38,53.55
中彰投,2017,39,40.37
北北基桃竹苗,2017,39,36.93
宜花東,2017,39,27.06
雲嘉南,2017,39,41.64
高屏,2017,39,38.74
中彰投,2017,40,53.72
北北基桃竹苗,2017,40,38.95
宜花東,2017,40,33.61
雲嘉南,2017,40,57.44
高屏,2017,40,53.92
中彰投,2017,41,51.87
北北基桃竹苗,2017,41,25.26
宜花東,2017,41,23.55
雲嘉南,2017,41,59.21
高屏,2017,41,47.54
中彰投,2017,42,30.64
北北基桃竹苗,2017,42,26.79
宜花東,2017,42,27.09
雲嘉南,2017,42,48.16
高屏,2017,42,49.92
中彰投,2017,43,50.7
北北基桃竹苗,2017,43,46.75
宜花東,2017,43,46.92
雲嘉南,2017,43,77.23
高屏,2017,43,74.01
中彰投,2017,44,47.23
北北基桃竹苗,2017,44,38.57
宜花東,2017,44,46.0
雲嘉南,2017,44,85.29
高屏,2017,44,75.12
中彰投,2017,45,55.59
北北基桃竹苗,2017,45,34.7
宜花東,2017,45,31.17
雲嘉南,2017,45,78.94
高屏,2017,45,78.84
中彰投,2017,46,48.68
北北基桃竹苗,2017,46,30.25
宜花東,2017,46,27.86
雲嘉南,2017,46,69.81
高屏,2017,46,67.19
中彰投,2017,47,35.76
北北基桃竹苗,2017,47,24.62
宜花東,2017,47,29.32
雲嘉南,2017,47,66.94
高屏,2017,47,74.26
中彰投,2017,48,48.92
北北基桃竹苗,2017,48,29.78
宜花東,2017,48,30.26
雲嘉南,2017,48,76.19
高屏,2017,48,76.72
中彰投,2017,49,43.22
北北基桃竹苗,2017,49,36.9
宜花東,2017,49,35.16
雲嘉南,2017,49,71.02
高屏,2017,49,73.59
中彰投,2017,50,46.39
北北基桃竹苗,2017,50,30.17
宜花東,2017,50,32.25
雲嘉南,2017,50,69.36
高屏,2017,50,70.72
中彰投,2017,51,47.6
北北基桃竹苗,2017,51,35.81
宜花東,2017,51,33.53
雲嘉南,2017,51,73.28
高屏,2017,51,65.54
中彰投,2017,52,71.82
北北基桃竹苗,2017,52,52.0
宜花東,2017,52,44.17
雲嘉南,2017,52,94.09
高屏,2017,52,83.65
中彰投,2018,1,52.44
北北基桃竹苗,2018,1,32.74
宜花東,2018,1,29.94
雲嘉南,2018,1,65.28
高屏,2018,1,68.7
中彰投,2018,2,33.62
北北基桃竹苗,2018,2,29.59
宜花東,2018,2,30.24
雲嘉南,2018,2,46.52
高屏,2018,2,49.43
中彰投,2018,3,57.58
北北基桃竹苗,2018,3,36.43
宜花東,2018,3,31.9
雲嘉南,2018,3,80.8
高屏,2018,3,79.89
中彰投,2018,4,41.85
北北基桃竹苗,2018,4,28.91
宜花東,2018,4,30.41
雲嘉南,2018,4,62.71
高屏,2018,4,73.92
中彰投,2018,5,28.12
北北基桃竹苗,2018,5,27.54
宜花東,2018,5,23.81
雲嘉南,2018,5,44.52
高屏,2018,5,53.23
中彰投,2018,6,42.36
北北基桃竹苗,2018,6,37.98
宜花東,2018,6,28.83
雲嘉南,2018,6,62.54
高屏,2018,6,57.35
中彰投,2018,7,71.99
北北基桃竹苗,2018,7,67.88
宜花東,2018,7,46.93
雲嘉南,2018,7,88.4
高屏,2018,7,69.95
中彰投,2018,8,50.78
北北基桃竹苗,2018,8,43.42
宜花東,2018,8,31.4
雲嘉南,2018,8,71.89
高屏,2018,8,66.05
中彰投,2018,9,69.53
北北基桃竹苗,2018,9,58.36
